Number of batches:  53220
[train] epoch=0 step=21900 loss=2.2831 lr=9.79e-04
[train] epoch=0 step=21950 loss=2.1898 lr=9.79e-04
[train] epoch=0 step=22000 loss=2.1654 lr=9.79e-04
[train] epoch=0 step=22050 loss=2.1427 lr=9.79e-04
[train] epoch=0 step=22100 loss=2.1143 lr=9.79e-04
[train] epoch=0 step=22150 loss=2.2062 lr=9.79e-04
[train] epoch=0 step=22200 loss=2.1409 lr=9.79e-04
[train] epoch=0 step=22250 loss=2.2338 lr=9.79e-04
[train] epoch=0 step=22300 loss=2.0293 lr=9.79e-04
[train] epoch=0 step=22350 loss=2.1291 lr=9.79e-04
[train] epoch=0 step=22400 loss=2.1899 lr=9.79e-04
[train] epoch=0 step=22450 loss=2.1760 lr=9.79e-04
[train] epoch=0 step=22500 loss=2.1525 lr=9.79e-04
[train] epoch=0 step=22550 loss=2.2989 lr=9.79e-04
[train] epoch=0 step=22600 loss=2.0664 lr=9.79e-04
[train] epoch=0 step=22650 loss=2.1700 lr=9.79e-04
[train] epoch=0 step=22700 loss=2.2203 lr=9.79e-04
[train] epoch=0 step=22750 loss=2.0961 lr=9.79e-04
[train] epoch=0 step=22800 loss=2.1562 lr=9.79e-04
[train] epoch=0 step=22850 loss=2.2063 lr=9.79e-04
[train] epoch=0 step=22900 loss=2.1856 lr=9.79e-04
[train] epoch=0 step=22950 loss=2.1108 lr=9.79e-04
[train] epoch=0 step=23000 loss=2.1526 lr=9.79e-04
[train] epoch=0 step=23050 loss=2.1968 lr=9.79e-04
[train] epoch=0 step=23100 loss=2.0904 lr=9.79e-04
[train] epoch=0 step=23150 loss=2.1853 lr=9.79e-04
[train] epoch=0 step=23200 loss=2.1074 lr=9.79e-04
[train] epoch=0 step=23250 loss=2.0752 lr=9.79e-04
[train] epoch=0 step=23300 loss=2.2314 lr=9.79e-04
[train] epoch=0 step=23350 loss=2.1031 lr=9.79e-04
[train] epoch=0 step=23400 loss=2.0820 lr=9.79e-04
[train] epoch=0 step=23450 loss=2.2189 lr=9.79e-04
[train] epoch=0 step=23500 loss=2.1533 lr=9.79e-04
[train] epoch=0 step=23550 loss=2.2376 lr=9.79e-04
[train] epoch=0 step=23600 loss=2.1682 lr=9.79e-04
[train] epoch=0 step=23650 loss=2.0321 lr=9.79e-04
[train] epoch=0 step=23700 loss=2.1977 lr=9.79e-04
[train] epoch=0 step=23750 loss=2.1658 lr=9.79e-04
[train] epoch=0 step=23800 loss=2.1363 lr=9.79e-04
[train] epoch=0 step=23850 loss=2.1837 lr=9.79e-04
[train] epoch=0 step=23900 loss=2.1542 lr=9.79e-04
[train] epoch=0 step=23950 loss=2.2212 lr=9.79e-04
[train] epoch=0 step=24000 loss=2.1492 lr=9.79e-04
[train] epoch=0 step=24050 loss=2.1713 lr=9.79e-04
[train] epoch=0 step=24100 loss=2.1487 lr=9.79e-04
[train] epoch=0 step=24150 loss=2.1957 lr=9.79e-04
[train] epoch=0 step=24200 loss=2.1123 lr=9.79e-04
[train] epoch=0 step=24250 loss=2.3861 lr=9.79e-04
[train] epoch=0 step=24300 loss=2.1696 lr=9.79e-04
[train] epoch=0 step=24350 loss=2.2455 lr=9.79e-04
[train] epoch=0 step=24400 loss=2.2349 lr=9.79e-04
[train] epoch=0 step=24450 loss=2.1201 lr=9.79e-04
[train] epoch=0 step=24500 loss=2.0748 lr=9.79e-04
[train] epoch=0 step=24550 loss=2.1960 lr=9.79e-04
[train] epoch=0 step=24600 loss=2.1815 lr=9.78e-04
[train] epoch=0 step=24650 loss=2.1944 lr=9.78e-04
[train] epoch=0 step=24700 loss=2.0619 lr=9.78e-04
[train] epoch=0 step=24750 loss=2.2383 lr=9.78e-04
[train] epoch=0 step=24800 loss=2.2014 lr=9.78e-04
[train] epoch=0 step=24850 loss=2.1921 lr=9.78e-04
[train] epoch=0 step=24900 loss=2.1544 lr=9.78e-04
[train] epoch=0 step=24950 loss=2.1445 lr=9.78e-04
[train] epoch=0 step=25000 loss=2.2132 lr=9.78e-04
[train] epoch=0 step=25050 loss=2.1897 lr=9.78e-04
[train] epoch=0 step=25100 loss=2.1421 lr=9.78e-04
[train] epoch=0 step=25150 loss=2.1750 lr=9.78e-04
[train] epoch=0 step=25200 loss=2.2392 lr=9.78e-04
[train] epoch=0 step=25250 loss=2.2190 lr=9.78e-04
[train] epoch=0 step=25300 loss=2.2070 lr=9.78e-04
[train] epoch=0 step=25350 loss=2.1785 lr=9.78e-04
[train] epoch=0 step=25400 loss=2.0991 lr=9.78e-04
[train] epoch=0 step=25450 loss=2.1514 lr=9.78e-04
[train] epoch=0 step=25500 loss=2.1301 lr=9.78e-04
[train] epoch=0 step=25550 loss=2.3110 lr=9.78e-04
[train] epoch=0 step=25600 loss=2.1772 lr=9.78e-04
[train] epoch=0 step=25650 loss=2.2819 lr=9.78e-04
[train] epoch=0 step=25700 loss=2.2160 lr=9.78e-04
[train] epoch=0 step=25750 loss=2.3172 lr=9.78e-04
[train] epoch=0 step=25800 loss=2.2165 lr=9.78e-04
[train] epoch=0 step=25850 loss=2.2189 lr=9.78e-04
[train] epoch=0 step=25900 loss=2.2815 lr=9.78e-04
[train] epoch=0 step=25950 loss=2.0422 lr=9.78e-04
[train] epoch=0 step=26000 loss=2.1698 lr=9.78e-04
[train] epoch=0 step=26050 loss=2.0716 lr=9.78e-04
[train] epoch=0 step=26100 loss=2.2120 lr=9.78e-04
[train] epoch=0 step=26150 loss=2.2092 lr=9.78e-04
[train] epoch=0 step=26200 loss=2.2117 lr=9.78e-04
[train] epoch=0 step=26250 loss=2.1186 lr=9.78e-04
[train] epoch=0 step=26300 loss=2.2060 lr=9.78e-04
[train] epoch=0 step=26350 loss=2.1863 lr=9.78e-04
[train] epoch=0 step=26400 loss=2.1715 lr=9.78e-04
[train] epoch=0 step=26450 loss=2.1707 lr=9.78e-04
[train] epoch=0 step=26500 loss=1.9674 lr=9.78e-04
[train] epoch=0 step=26550 loss=2.1392 lr=9.78e-04
[train] epoch=0 step=26600 loss=2.1285 lr=9.78e-04
[train] epoch=0 step=26650 loss=2.2665 lr=9.78e-04
[train] epoch=0 step=26700 loss=2.0936 lr=9.78e-04
[train] epoch=0 step=26750 loss=2.2286 lr=9.78e-04
[train] epoch=0 step=26800 loss=2.2415 lr=9.78e-04
[train] epoch=0 step=26850 loss=2.2270 lr=9.78e-04
[train] epoch=0 step=26900 loss=2.2081 lr=9.78e-04
[train] epoch=0 step=26950 loss=2.1165 lr=9.78e-04
[train] epoch=0 step=27000 loss=2.1091 lr=9.78e-04
[train] epoch=0 step=27050 loss=2.1587 lr=9.78e-04
[train] epoch=0 step=27100 loss=2.1440 lr=9.78e-04
[train] epoch=0 step=27150 loss=2.1252 lr=9.78e-04
[train] epoch=0 step=27200 loss=2.1940 lr=9.78e-04
[train] epoch=0 step=27250 loss=2.2431 lr=9.78e-04
[train] epoch=0 step=27300 loss=2.2317 lr=9.78e-04
[train] epoch=0 step=27350 loss=2.1489 lr=9.78e-04
[train] epoch=0 step=27400 loss=2.2844 lr=9.78e-04
[train] epoch=0 step=27450 loss=2.1796 lr=9.78e-04
[train] epoch=0 step=27500 loss=2.1267 lr=9.78e-04
[train] epoch=0 step=27550 loss=2.2059 lr=9.78e-04
[train] epoch=0 step=27600 loss=2.1768 lr=9.78e-04
[train] epoch=0 step=27650 loss=2.2684 lr=9.78e-04
[train] epoch=0 step=27700 loss=2.1752 lr=9.78e-04
[train] epoch=0 step=27750 loss=2.1169 lr=9.78e-04
[train] epoch=0 step=27800 loss=2.0367 lr=9.78e-04
[train] epoch=0 step=27850 loss=2.0911 lr=9.78e-04
[train] epoch=0 step=27900 loss=2.1855 lr=9.78e-04
[train] epoch=0 step=27950 loss=2.2174 lr=9.78e-04
[train] epoch=0 step=28000 loss=2.1819 lr=9.78e-04
[train] epoch=0 step=28050 loss=2.1362 lr=9.78e-04
[train] epoch=0 step=28100 loss=2.1847 lr=9.78e-04
[train] epoch=0 step=28150 loss=2.3094 lr=9.78e-04
[train] epoch=0 step=28200 loss=2.1667 lr=9.78e-04
[train] epoch=0 step=28250 loss=2.0913 lr=9.78e-04
[train] epoch=0 step=28300 loss=2.1354 lr=9.78e-04
[train] epoch=0 step=28350 loss=2.1192 lr=9.78e-04
[train] epoch=0 step=28400 loss=2.1744 lr=9.78e-04
[train] epoch=0 step=28450 loss=2.1860 lr=9.78e-04
[train] epoch=0 step=28500 loss=2.2626 lr=9.78e-04
[train] epoch=0 step=28550 loss=2.3236 lr=9.78e-04
[train] epoch=0 step=28600 loss=2.1085 lr=9.78e-04
[train] epoch=0 step=28650 loss=2.1855 lr=9.78e-04
[train] epoch=0 step=28700 loss=2.2838 lr=9.78e-04
[train] epoch=0 step=28750 loss=2.2056 lr=9.78e-04
[train] epoch=0 step=28800 loss=2.1378 lr=9.78e-04
[train] epoch=0 step=28850 loss=2.2485 lr=9.78e-04
[train] epoch=0 step=28900 loss=2.1126 lr=9.78e-04
[train] epoch=0 step=28950 loss=2.1519 lr=9.78e-04
[train] epoch=0 step=29000 loss=2.0662 lr=9.78e-04
[train] epoch=0 step=29050 loss=2.1452 lr=9.78e-04
[train] epoch=0 step=29100 loss=2.0359 lr=9.78e-04
[train] epoch=0 step=29150 loss=2.1862 lr=9.78e-04
[train] epoch=0 step=29200 loss=2.1610 lr=9.78e-04
[train] epoch=0 step=29250 loss=2.1667 lr=9.78e-04
[train] epoch=0 step=29300 loss=2.2294 lr=9.78e-04
[train] epoch=0 step=29350 loss=2.2035 lr=9.78e-04
[train] epoch=0 step=29400 loss=2.1115 lr=9.78e-04
[train] epoch=0 step=29450 loss=2.2021 lr=9.78e-04
[train] epoch=0 step=29500 loss=2.0984 lr=9.78e-04
[train] epoch=0 step=29550 loss=2.1247 lr=9.78e-04
[train] epoch=0 step=29600 loss=2.2438 lr=9.78e-04
[train] epoch=0 step=29650 loss=2.1619 lr=9.78e-04
[train] epoch=0 step=29700 loss=2.0916 lr=9.78e-04
[train] epoch=0 step=29750 loss=2.3122 lr=9.78e-04
[train] epoch=0 step=29800 loss=2.2645 lr=9.78e-04
[train] epoch=0 step=29850 loss=2.1432 lr=9.78e-04
[train] epoch=0 step=29900 loss=2.2764 lr=9.78e-04
[train] epoch=0 step=29950 loss=2.2731 lr=9.78e-04
[train] epoch=0 step=30000 loss=2.1874 lr=9.78e-04
[train] epoch=0 step=30050 loss=2.2461 lr=9.78e-04
[train] epoch=0 step=30100 loss=2.0450 lr=9.78e-04
[train] epoch=0 step=30150 loss=2.2348 lr=9.78e-04
[train] epoch=0 step=30200 loss=2.1375 lr=9.78e-04
[train] epoch=0 step=30250 loss=2.2082 lr=9.78e-04
[train] epoch=0 step=30300 loss=2.1890 lr=9.78e-04
[train] epoch=0 step=30350 loss=2.1491 lr=9.78e-04
[train] epoch=0 step=30400 loss=2.1873 lr=9.78e-04
[train] epoch=0 step=30450 loss=2.0695 lr=9.78e-04
[train] epoch=0 step=30500 loss=2.2993 lr=9.78e-04
[train] epoch=0 step=30550 loss=2.1216 lr=9.78e-04
[train] epoch=0 step=30600 loss=2.2360 lr=9.78e-04
[train] epoch=0 step=30650 loss=2.2200 lr=9.78e-04
[train] epoch=0 step=30700 loss=2.0520 lr=9.78e-04
[train] epoch=0 step=30750 loss=2.1112 lr=9.78e-04
[train] epoch=0 step=30800 loss=2.1803 lr=9.78e-04
[train] epoch=0 step=30850 loss=2.2406 lr=9.78e-04
[train] epoch=0 step=30900 loss=2.1310 lr=9.78e-04
[train] epoch=0 step=30950 loss=2.2003 lr=9.78e-04
[train] epoch=0 step=31000 loss=2.3208 lr=9.78e-04
[train] epoch=0 step=31050 loss=2.2209 lr=9.78e-04
[train] epoch=0 step=31100 loss=2.1727 lr=9.78e-04
[train] epoch=0 step=31150 loss=2.1598 lr=9.78e-04
[train] epoch=0 step=31200 loss=2.1813 lr=9.78e-04
[train] epoch=0 step=31250 loss=2.3049 lr=9.78e-04
[train] epoch=0 step=31300 loss=2.2216 lr=9.78e-04
[train] epoch=0 step=31350 loss=2.1823 lr=9.78e-04
[train] epoch=0 step=31400 loss=2.2868 lr=9.78e-04
[train] epoch=0 step=31450 loss=2.2017 lr=9.78e-04
[train] epoch=0 step=31500 loss=2.2335 lr=9.78e-04
[train] epoch=0 step=31550 loss=2.2203 lr=9.78e-04
[train] epoch=0 step=31600 loss=2.1485 lr=9.78e-04
[train] epoch=0 step=31650 loss=2.1657 lr=9.78e-04
[train] epoch=0 step=31700 loss=2.1778 lr=9.78e-04
[train] epoch=0 step=31750 loss=2.1510 lr=9.78e-04
[train] epoch=0 step=31800 loss=2.1579 lr=9.78e-04
[train] epoch=0 step=31850 loss=2.2307 lr=9.78e-04
[train] epoch=0 step=31900 loss=2.2354 lr=9.78e-04
[train] epoch=0 step=31950 loss=2.1081 lr=9.78e-04
[train] epoch=0 step=32000 loss=2.2123 lr=9.78e-04
[train] epoch=0 step=32050 loss=2.1963 lr=9.78e-04
[train] epoch=0 step=32100 loss=2.2979 lr=9.78e-04
[train] epoch=0 step=32150 loss=2.1904 lr=9.78e-04
[train] epoch=0 step=32200 loss=2.1916 lr=9.78e-04
[train] epoch=0 step=32250 loss=2.1020 lr=9.78e-04
[train] epoch=0 step=32300 loss=2.1562 lr=9.78e-04
[train] epoch=0 step=32350 loss=2.1652 lr=9.78e-04
[train] epoch=0 step=32400 loss=2.0396 lr=9.78e-04
[train] epoch=0 step=32450 loss=2.3557 lr=9.78e-04
[train] epoch=0 step=32500 loss=2.2022 lr=9.78e-04
[train] epoch=0 step=32550 loss=2.2248 lr=9.78e-04
[train] epoch=0 step=32600 loss=2.1944 lr=9.78e-04
[train] epoch=0 step=32650 loss=2.1668 lr=9.78e-04
[train] epoch=0 step=32700 loss=2.2917 lr=9.78e-04
[train] epoch=0 step=32750 loss=2.2222 lr=9.78e-04
[train] epoch=0 step=32800 loss=2.1245 lr=9.78e-04
[train] epoch=0 step=32850 loss=2.2148 lr=9.78e-04
[train] epoch=0 step=32900 loss=2.1437 lr=9.78e-04
[train] epoch=0 step=32950 loss=2.0883 lr=9.78e-04
[train] epoch=0 step=33000 loss=2.1621 lr=9.78e-04
[train] epoch=0 step=33050 loss=2.0665 lr=9.78e-04
[train] epoch=0 step=33100 loss=2.1153 lr=9.78e-04
[train] epoch=0 step=33150 loss=2.2096 lr=9.78e-04
[train] epoch=0 step=33200 loss=2.1044 lr=9.78e-04
[train] epoch=0 step=33250 loss=2.2640 lr=9.78e-04
[train] epoch=0 step=33300 loss=2.1742 lr=9.78e-04
[train] epoch=0 step=33350 loss=2.1486 lr=9.78e-04
[train] epoch=0 step=33400 loss=2.0862 lr=9.78e-04
[train] epoch=0 step=33450 loss=2.1480 lr=9.78e-04
[train] epoch=0 step=33500 loss=2.2607 lr=9.78e-04
[train] epoch=0 step=33550 loss=2.2631 lr=9.78e-04
[train] epoch=0 step=33600 loss=2.2074 lr=9.78e-04
[train] epoch=0 step=33650 loss=2.1990 lr=9.78e-04
[train] epoch=0 step=33700 loss=2.1468 lr=9.78e-04
[train] epoch=0 step=33750 loss=2.2832 lr=9.78e-04
[train] epoch=0 step=33800 loss=2.1811 lr=9.78e-04
[train] epoch=0 step=33850 loss=2.2823 lr=9.78e-04
[train] epoch=0 step=33900 loss=2.0546 lr=9.78e-04
[train] epoch=0 step=33950 loss=2.0422 lr=9.78e-04
[train] epoch=0 step=34000 loss=2.2878 lr=9.78e-04
[train] epoch=0 step=34050 loss=2.0825 lr=9.78e-04
[train] epoch=0 step=34100 loss=2.2226 lr=9.78e-04
[train] epoch=0 step=34150 loss=2.2304 lr=9.78e-04
[train] epoch=0 step=34200 loss=2.1398 lr=9.78e-04
[train] epoch=0 step=34250 loss=2.1500 lr=9.78e-04
[train] epoch=0 step=34300 loss=2.1344 lr=9.78e-04
[train] epoch=0 step=34350 loss=2.1257 lr=9.78e-04
[train] epoch=0 step=34400 loss=2.2486 lr=9.78e-04
[train] epoch=0 step=34450 loss=2.1887 lr=9.78e-04
[train] epoch=0 step=34500 loss=2.1881 lr=9.78e-04
[train] epoch=0 step=34550 loss=2.1521 lr=9.78e-04
[train] epoch=0 step=34600 loss=2.2371 lr=9.78e-04
[train] epoch=0 step=34650 loss=2.1388 lr=9.78e-04
[train] epoch=0 step=34700 loss=2.1407 lr=9.78e-04
[train] epoch=0 step=34750 loss=2.1181 lr=9.78e-04
[train] epoch=0 step=34800 loss=2.0500 lr=9.77e-04
[train] epoch=0 step=34850 loss=2.2568 lr=9.77e-04
[train] epoch=0 step=34900 loss=2.1631 lr=9.77e-04
[train] epoch=0 step=34950 loss=2.1907 lr=9.77e-04
[train] epoch=0 step=35000 loss=2.1614 lr=9.77e-04
[train] epoch=0 step=35050 loss=2.1415 lr=9.77e-04
[train] epoch=0 step=35100 loss=2.2573 lr=9.77e-04
[train] epoch=0 step=35150 loss=2.1860 lr=9.77e-04
[train] epoch=0 step=35200 loss=2.0695 lr=9.77e-04
[train] epoch=0 step=35250 loss=2.2163 lr=9.77e-04
[train] epoch=0 step=35300 loss=2.1417 lr=9.77e-04
[train] epoch=0 step=35350 loss=2.1899 lr=9.77e-04
[train] epoch=0 step=35400 loss=2.2454 lr=9.77e-04
[train] epoch=0 step=35450 loss=2.2270 lr=9.77e-04
[train] epoch=0 step=35500 loss=2.1856 lr=9.77e-04
[train] epoch=0 step=35550 loss=2.2563 lr=9.77e-04
[train] epoch=0 step=35600 loss=2.0505 lr=9.77e-04
[train] epoch=0 step=35650 loss=2.1524 lr=9.77e-04
[train] epoch=0 step=35700 loss=2.0522 lr=9.77e-04
[train] epoch=0 step=35750 loss=2.1455 lr=9.77e-04
[train] epoch=0 step=35800 loss=2.2136 lr=9.77e-04
[train] epoch=0 step=35850 loss=2.0515 lr=9.77e-04
[train] epoch=0 step=35900 loss=2.2733 lr=9.77e-04
[train] epoch=0 step=35950 loss=2.1233 lr=9.77e-04
[train] epoch=0 step=36000 loss=2.1948 lr=9.77e-04
[train] epoch=0 step=36050 loss=2.1863 lr=9.77e-04
[train] epoch=0 step=36100 loss=2.1756 lr=9.77e-04
[train] epoch=0 step=36150 loss=2.1638 lr=9.77e-04
[train] epoch=0 step=36200 loss=2.0914 lr=9.77e-04
[train] epoch=0 step=36250 loss=2.1095 lr=9.77e-04
[train] epoch=0 step=36300 loss=2.0583 lr=9.77e-04
[train] epoch=0 step=36350 loss=2.2340 lr=9.77e-04
[train] epoch=0 step=36400 loss=2.2355 lr=9.77e-04
[train] epoch=0 step=36450 loss=2.1975 lr=9.77e-04
[train] epoch=0 step=36500 loss=2.2524 lr=9.77e-04
[train] epoch=0 step=36550 loss=2.1736 lr=9.77e-04
[train] epoch=0 step=36600 loss=2.0759 lr=9.77e-04
[train] epoch=0 step=36650 loss=2.1197 lr=9.77e-04
[train] epoch=0 step=36700 loss=2.2837 lr=9.77e-04
[train] epoch=0 step=36750 loss=2.1146 lr=9.77e-04
[train] epoch=0 step=36800 loss=2.1807 lr=9.77e-04
[train] epoch=0 step=36850 loss=2.1435 lr=9.77e-04
[train] epoch=0 step=36900 loss=2.2055 lr=9.77e-04
[train] epoch=0 step=36950 loss=2.2763 lr=9.77e-04
[train] epoch=0 step=37000 loss=2.1734 lr=9.77e-04
[train] epoch=0 step=37050 loss=2.2404 lr=9.77e-04
[train] epoch=0 step=37100 loss=2.0202 lr=9.77e-04
[train] epoch=0 step=37150 loss=2.2389 lr=9.77e-04
[train] epoch=0 step=37200 loss=2.1905 lr=9.77e-04
[train] epoch=0 step=37250 loss=2.2635 lr=9.77e-04
[train] epoch=0 step=37300 loss=2.1456 lr=9.77e-04
[train] epoch=0 step=37350 loss=2.2013 lr=9.77e-04
[train] epoch=0 step=37400 loss=2.2286 lr=9.77e-04
[train] epoch=0 step=37450 loss=2.0361 lr=9.77e-04
[train] epoch=0 step=37500 loss=2.1438 lr=9.77e-04
[train] epoch=0 step=37550 loss=2.0811 lr=9.77e-04
[train] epoch=0 step=37600 loss=2.1750 lr=9.77e-04
[train] epoch=0 step=37650 loss=2.3028 lr=9.77e-04
[train] epoch=0 step=37700 loss=2.1877 lr=9.77e-04
[train] epoch=0 step=37750 loss=2.0761 lr=9.77e-04
[train] epoch=0 step=37800 loss=2.0592 lr=9.77e-04
[train] epoch=0 step=37850 loss=2.1227 lr=9.77e-04
[train] epoch=0 step=37900 loss=2.1710 lr=9.77e-04
[train] epoch=0 step=37950 loss=2.1323 lr=9.77e-04
[train] epoch=0 step=38000 loss=2.1767 lr=9.77e-04
[train] epoch=0 step=38050 loss=2.1230 lr=9.77e-04
[train] epoch=0 step=38100 loss=2.1684 lr=9.77e-04
[train] epoch=0 step=38150 loss=2.2708 lr=9.77e-04
[train] epoch=0 step=38200 loss=2.1388 lr=9.77e-04
[train] epoch=0 step=38250 loss=2.1396 lr=9.77e-04
[train] epoch=0 step=38300 loss=2.1773 lr=9.77e-04
[train] epoch=0 step=38350 loss=2.1654 lr=9.77e-04
[train] epoch=0 step=38400 loss=2.1525 lr=9.77e-04
[train] epoch=0 step=38450 loss=2.0896 lr=9.77e-04
[train] epoch=0 step=38500 loss=2.1469 lr=9.77e-04
[train] epoch=0 step=38550 loss=2.0818 lr=9.77e-04
[train] epoch=0 step=38600 loss=2.1738 lr=9.77e-04
[train] epoch=0 step=38650 loss=2.3102 lr=9.77e-04
[train] epoch=0 step=38700 loss=2.1053 lr=9.77e-04
[train] epoch=0 step=38750 loss=2.2241 lr=9.77e-04
[train] epoch=0 step=38800 loss=2.0449 lr=9.77e-04
[train] epoch=0 step=38850 loss=2.0464 lr=9.77e-04
[train] epoch=0 step=38900 loss=2.1916 lr=9.77e-04
[train] epoch=0 step=38950 loss=2.1802 lr=9.77e-04
[train] epoch=0 step=39000 loss=2.1650 lr=9.77e-04
[train] epoch=0 step=39050 loss=2.0852 lr=9.77e-04
[train] epoch=0 step=39100 loss=2.2466 lr=9.77e-04
[train] epoch=0 step=39150 loss=2.1243 lr=9.77e-04
[train] epoch=0 step=39200 loss=2.1536 lr=9.77e-04
[train] epoch=0 step=39250 loss=2.2626 lr=9.77e-04
[train] epoch=0 step=39300 loss=2.0698 lr=9.77e-04
[train] epoch=0 step=39350 loss=2.1634 lr=9.77e-04
[train] epoch=0 step=39400 loss=2.1601 lr=9.77e-04
[train] epoch=0 step=39450 loss=2.1972 lr=9.77e-04
[train] epoch=0 step=39500 loss=2.1819 lr=9.77e-04
[train] epoch=0 step=39550 loss=2.1971 lr=9.77e-04
[train] epoch=0 step=39600 loss=2.3136 lr=9.77e-04
[train] epoch=0 step=39650 loss=1.9811 lr=9.77e-04
[train] epoch=0 step=39700 loss=2.2117 lr=9.77e-04
[train] epoch=0 step=39750 loss=2.2563 lr=9.77e-04
[train] epoch=0 step=39800 loss=2.1358 lr=9.77e-04
[train] epoch=0 step=39850 loss=2.2097 lr=9.77e-04
[train] epoch=0 step=39900 loss=2.2260 lr=9.77e-04
[train] epoch=0 step=39950 loss=2.2303 lr=9.77e-04
[train] epoch=0 step=40000 loss=2.1153 lr=9.77e-04
[train] epoch=0 step=40050 loss=2.2243 lr=9.77e-04
[train] epoch=0 step=40100 loss=2.1552 lr=9.77e-04
[train] epoch=0 step=40150 loss=2.0573 lr=9.77e-04
[train] epoch=0 step=40200 loss=2.2720 lr=9.77e-04
[train] epoch=0 step=40250 loss=2.1872 lr=9.77e-04
[train] epoch=0 step=40300 loss=2.2798 lr=9.77e-04
[train] epoch=0 step=40350 loss=2.2327 lr=9.77e-04
[train] epoch=0 step=40400 loss=2.2654 lr=9.77e-04
[train] epoch=0 step=40450 loss=2.2046 lr=9.77e-04
[train] epoch=0 step=40500 loss=2.0473 lr=9.77e-04
[train] epoch=0 step=40550 loss=2.1146 lr=9.77e-04
[train] epoch=0 step=40600 loss=2.1892 lr=9.77e-04
[train] epoch=0 step=40650 loss=2.0696 lr=9.77e-04
[train] epoch=0 step=40700 loss=2.1861 lr=9.77e-04
[train] epoch=0 step=40750 loss=2.0329 lr=9.77e-04
[train] epoch=0 step=40800 loss=2.1689 lr=9.77e-04
[train] epoch=0 step=40850 loss=2.1476 lr=9.77e-04
[train] epoch=0 step=40900 loss=2.1385 lr=9.77e-04
[train] epoch=0 step=40950 loss=2.1564 lr=9.77e-04
[train] epoch=0 step=41000 loss=2.0901 lr=9.77e-04
[train] epoch=0 step=41050 loss=2.1744 lr=9.77e-04
[train] epoch=0 step=41100 loss=2.2518 lr=9.77e-04
[train] epoch=0 step=41150 loss=2.0545 lr=9.77e-04
[train] epoch=0 step=41200 loss=2.1747 lr=9.77e-04
[train] epoch=0 step=41250 loss=2.2878 lr=9.77e-04
[train] epoch=0 step=41300 loss=2.1927 lr=9.77e-04
[train] epoch=0 step=41350 loss=2.2437 lr=9.77e-04
[train] epoch=0 step=41400 loss=2.1318 lr=9.77e-04
[train] epoch=0 step=41450 loss=2.1721 lr=9.77e-04
[train] epoch=0 step=41500 loss=2.1922 lr=9.77e-04
[train] epoch=0 step=41550 loss=2.1688 lr=9.77e-04
[train] epoch=0 step=41600 loss=2.2055 lr=9.77e-04
[train] epoch=0 step=41650 loss=2.2533 lr=9.77e-04
[train] epoch=0 step=41700 loss=2.2534 lr=9.77e-04
[train] epoch=0 step=41750 loss=2.2647 lr=9.77e-04
[train] epoch=0 step=41800 loss=2.1877 lr=9.77e-04
[train] epoch=0 step=41850 loss=2.1322 lr=9.77e-04
[train] epoch=0 step=41900 loss=2.1855 lr=9.77e-04
[train] epoch=0 step=41950 loss=2.2196 lr=9.77e-04
[train] epoch=0 step=42000 loss=2.2807 lr=9.77e-04
[train] epoch=0 step=42050 loss=2.1616 lr=9.77e-04
[train] epoch=0 step=42100 loss=2.0985 lr=9.77e-04
[train] epoch=0 step=42150 loss=2.2353 lr=9.77e-04
[train] epoch=0 step=42200 loss=2.1748 lr=9.77e-04
[train] epoch=0 step=42250 loss=2.2840 lr=9.77e-04
[train] epoch=0 step=42300 loss=2.1006 lr=9.77e-04
[train] epoch=0 step=42350 loss=2.1428 lr=9.77e-04
[train] epoch=0 step=42400 loss=2.1726 lr=9.77e-04
[train] epoch=0 step=42450 loss=2.2160 lr=9.77e-04
[train] epoch=0 step=42500 loss=2.1560 lr=9.77e-04
[train] epoch=0 step=42550 loss=2.2005 lr=9.77e-04
[train] epoch=0 step=42600 loss=2.0703 lr=9.77e-04
[train] epoch=0 step=42650 loss=2.2391 lr=9.77e-04
[train] epoch=0 step=42700 loss=2.1492 lr=9.77e-04
[train] epoch=0 step=42750 loss=2.0817 lr=9.77e-04
[train] epoch=0 step=42800 loss=2.1031 lr=9.77e-04
[train] epoch=0 step=42850 loss=2.1201 lr=9.77e-04
[train] epoch=0 step=42900 loss=2.3030 lr=9.77e-04
[train] epoch=0 step=42950 loss=2.1375 lr=9.77e-04
[train] epoch=0 step=43000 loss=2.2209 lr=9.77e-04
[train] epoch=0 step=43050 loss=2.2080 lr=9.77e-04
[train] epoch=0 step=43100 loss=2.1625 lr=9.77e-04
[train] epoch=0 step=43150 loss=2.0597 lr=9.77e-04
[train] epoch=0 step=43200 loss=2.1731 lr=9.77e-04
[train] epoch=0 step=43250 loss=2.2331 lr=9.77e-04
[train] epoch=0 step=43300 loss=2.1409 lr=9.77e-04
[train] epoch=0 step=43350 loss=2.1073 lr=9.77e-04
[train] epoch=0 step=43400 loss=2.1035 lr=9.77e-04
[train] epoch=0 step=43450 loss=2.0824 lr=9.77e-04
[train] epoch=0 step=43500 loss=2.0826 lr=9.77e-04
[train] epoch=0 step=43550 loss=2.1557 lr=9.77e-04
[train] epoch=0 step=43600 loss=2.1652 lr=9.77e-04
[train] epoch=0 step=43650 loss=2.1547 lr=9.77e-04
[train] epoch=0 step=43700 loss=2.1185 lr=9.77e-04
